timestamp,window_sec,n_rr,n_acc,hr_mean,hr_std,hr_min,hr_max,rr_mean,rr_std,rmssd,pnn50,rr_cv,rr_iqr,rr_skew,rr_kurt,sd1,sd2,sd12,rr_entropy,rr_long_ratio,rr_short_ratio,sdrr,rmssd_sdnn_ratio,lf_power,hf_power,lf_hf,acc_vm_mean,acc_vm_std,acc_vm_max,acc_vm_range,acc_x_std,acc_y_std,acc_z_std,acc_energy,activity_state,fall_spike,free_fall,post_still,fall_candidate,strong_fall,fall_peak_vm,fall_min_before_1s,fall_std_after_5s,hr_context_alert,hr_context_threshold,label_activity,label_anomaly
2026-05-12 11:29:33,30,32,749,63.78,5.93,46.86,72.89,949.86,98.37,103.32,41.94,0.103568,117.65,1.4109,2.2729,73.05,118.4,0.617,2.6482,0.125,0.125,103.31,1.0502,0.0,0.0,0.0,1026.32,6.42,1067.38,86.65,7.26,17.02,21.58,1053366.69,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:29:38,30,30,730,63.18,6.5,46.86,72.89,960.61,107.04,104.42,44.83,0.111429,142.12,0.9998,0.7154,73.63,132.26,0.5567,2.7349,0.1333,0.1333,104.13,0.9755,0.0,0.0,0.0,1026.43,6.12,1067.38,86.65,6.83,15.29,18.24,1053595.38,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:29:43,30,31,748,61.62,6.24,46.86,72.8,984.16,104.58,107.73,43.33,0.106266,139.15,0.7099,0.1759,76.1,126.82,0.6001,2.8517,0.1935,0.1613,107.62,1.0301,0.0,0.0,0.0,1025.81,7.59,1068.15,91.6,9.38,18.92,35.46,1052352.57,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:29:48,30,30,728,62.18,6.77,46.86,76.04,976.87,110.85,108.4,48.28,0.113472,146.75,0.6297,0.0529,76.61,136.76,0.5602,2.9396,0.2,0.1333,108.35,0.9779,0.0,0.0,0.0,1025.22,7.83,1077.38,100.83,10.74,14.02,49.92,1051145.45,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:29:53,30,31,745,62.53,7.08,46.86,76.04,972.45,114.36,113.93,53.33,0.117604,165.1,0.5716,-0.1559,80.54,140.25,0.5743,2.9984,0.1935,0.1613,113.9,0.9962,0.0,0.0,0.0,1024.93,8.82,1077.38,104.94,11.09,50.47,56.59,1050560.84,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:29:58,30,31,727,62.44,6.99,46.86,76.04,973.45,113.09,113.13,53.33,0.116173,153.85,0.5803,-0.0652,79.98,138.5,0.5775,3.0078,0.1935,0.1613,113.11,1.0004,0.0,0.0,0.0,1024.12,8.85,1077.38,104.94,11.22,50.63,56.69,1048906.06,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:30:03,30,31,744,62.86,5.61,53.57,76.04,962.17,86.06,75.43,50.0,0.08944,109.8,0.1942,-0.701,53.16,109.48,0.4856,3.0985,0.1613,0.129,75.18,0.8766,0.0,0.0,0.0,1023.47,9.24,1077.38,104.94,11.61,50.42,55.04,1047582.75,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:30:08,30,33,725,64.2,5.18,53.57,76.04,940.78,77.4,77.07,43.75,0.082273,118.2,0.4453,-0.2068,54.45,94.96,0.5734,2.9604,0.1212,0.1818,77.0,0.9957,0.0,0.0,0.0,1023.51,9.18,1077.38,104.94,11.49,49.85,54.44,1047666.77,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:30:13,30,31,742,64.12,5.16,54.76,76.04,941.81,75.46,70.1,40.0,0.080123,124.1,0.0761,-0.8552,49.52,94.53,0.5238,3.0551,0.129,0.1935,70.03,0.9289,0.0,0.0,0.0,1023.92,8.04,1077.38,104.94,11.22,48.2,61.6,1048481.64,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:30:18,30,31,759,62.57,5.33,54.47,72.89,965.82,81.41,67.15,36.67,0.084293,129.4,-0.0264,-1.2927,47.18,105.02,0.4492,3.1274,0.2258,0.2258,66.72,0.8248,0.0,0.0,0.0,1024.46,6.99,1068.69,96.25,10.53,44.98,62.01,1049568.66,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:30:23,30,30,740,60.93,5.09,52.07,70.54,991.6,81.99,62.07,41.38,0.08268,136.75,-0.021,-1.0583,43.43,107.5,0.404,3.0845,0.2,0.2,61.42,0.757,0.0,0.0,0.0,1024.8,5.91,1068.69,81.58,9.48,13.5,52.67,1050249.72,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:30:28,30,30,758,60.68,5.64,52.07,74.03,996.97,88.58,68.27,44.83,0.088851,139.95,-0.3671,-0.9424,48.2,115.63,0.4169,3.0859,0.2,0.2,68.17,0.7707,0.0,0.0,0.0,1025.35,6.94,1068.69,100.88,8.24,11.16,30.44,1051393.86,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:30:33,30,29,739,60.62,7.59,42.23,75.95,1005.55,128.38,128.47,42.86,0.127674,177.8,0.6726,1.7644,89.81,157.8,0.5691,2.3777,0.069,0.2069,127.0,1.0006,0.0,0.0,0.0,1025.76,6.09,1059.59,91.78,6.82,5.1,12.33,1052215.22,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:30:38,30,28,755,58.3,7.41,42.23,75.95,1044.92,126.82,137.52,48.15,0.121364,92.3,0.1673,1.4865,97.24,150.69,0.6453,2.4353,0.0714,0.1429,137.52,1.0844,0.0,0.0,0.0,1025.8,5.93,1059.59,91.78,6.63,4.9,12.18,1052309.96,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:30:43,30,29,737,58.33,7.34,42.23,75.95,1044.24,125.86,137.73,57.14,0.120523,93.8,0.1762,1.479,97.39,148.98,0.6537,2.4853,0.069,0.1379,137.72,1.0943,0.0,0.0,0.0,1025.89,6.69,1067.15,99.34,7.2,6.64,12.65,1052502.5,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:30:48,30,30,753,59.42,7.7,42.23,75.95,1026.4,131.24,137.31,51.72,0.127869,137.02,0.3629,1.0216,97.05,158.22,0.6134,2.7111,0.1,0.2,137.25,1.0462,0.0,0.0,0.0,1025.48,7.15,1067.15,99.34,8.3,20.1,24.49,1051656.76,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:30:53,30,29,735,61.07,8.08,42.23,75.95,1000.34,137.47,134.88,39.29,0.137423,172.9,0.6988,0.939,95.28,169.46,0.5622,2.8272,0.1379,0.2069,134.74,0.9812,0.0,0.0,0.0,1025.11,7.63,1073.55,105.74,9.98,23.16,30.04,1050917.7,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:30:58,30,29,751,60.0,7.92,42.23,75.95,1017.71,136.24,134.79,39.29,0.133867,209.0,0.5005,0.6594,95.04,167.6,0.5671,2.8188,0.1034,0.2069,134.4,0.9893,0.0,0.0,0.0,1024.76,6.53,1073.55,83.49,9.31,22.95,29.9,1050167.34,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:31:03,30,30,733,58.43,5.83,51.12,71.94,1036.4,96.34,62.6,37.93,0.092956,125.0,-0.5864,-0.6412,44.27,128.85,0.3436,3.0574,0.1333,0.2,62.6,0.6498,0.0,0.0,0.0,1024.32,6.58,1073.55,83.49,9.13,21.11,29.57,1049275.29,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:31:08,30,29,750,58.52,5.81,51.2,71.94,1034.76,95.37,65.15,46.43,0.092164,132.8,-0.6561,-0.6291,45.94,126.8,0.3623,3.0861,0.1034,0.2069,64.97,0.6831,0.0,0.0,0.0,1023.87,6.63,1073.55,83.49,8.67,16.55,28.0,1048346.41,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:31:13,30,29,731,58.75,5.82,51.2,71.94,1030.75,95.61,73.44,42.86,0.092754,131.8,-0.5486,-0.7571,51.91,124.85,0.4158,3.1811,0.1034,0.2069,73.41,0.7682,0.0,0.0,0.0,1023.68,5.36,1073.55,83.08,6.34,10.69,14.13,1047942.42,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:31:18,30,29,748,59.42,6.09,51.2,71.94,1020.07,100.41,74.56,50.0,0.098434,155.3,-0.2842,-1.1648,52.7,131.86,0.3997,3.0397,0.1379,0.2069,74.54,0.7425,0.0,0.0,0.0,1023.48,4.36,1043.6,39.21,5.47,12.77,11.28,1047528.25,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:31:23,30,30,729,59.54,6.36,51.2,75.48,1018.65,102.37,74.86,51.72,0.100493,148.45,-0.4315,-0.8375,52.93,134.75,0.3928,3.0193,0.1333,0.2,74.85,0.7313,0.0,0.0,0.0,1023.78,4.68,1043.6,39.21,5.05,15.82,7.92,1048153.8,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:31:28,30,31,746,61.58,6.58,51.2,75.48,985.41,104.45,73.98,56.67,0.105993,177.75,0.081,-1.0309,52.07,138.23,0.3767,3.2005,0.2258,0.1935,73.64,0.7083,0.0,0.0,0.0,1024.05,8.04,1081.57,122.26,9.17,46.19,38.16,1048739.81,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:31:33,30,33,728,65.82,8.2,51.2,81.38,926.04,117.66,69.65,46.88,0.127058,155.3,0.3613,-0.7894,48.71,159.11,0.3061,3.1576,0.1818,0.2121,68.88,0.592,0.0,0.0,0.0,1023.89,10.03,1081.57,122.26,12.08,51.41,43.64,1048455.74,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:31:38,30,35,744,69.34,7.54,54.42,81.38,875.94,98.41,55.25,35.29,0.11235,181.15,0.4311,-0.9383,38.88,133.63,0.291,3.0869,0.2571,0.1429,54.99,0.5614,0.0,0.0,0.0,1023.8,11.14,1081.57,122.26,13.04,54.38,43.83,1048294.9,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:31:43,30,36,726,71.55,6.38,59.14,81.7,845.59,78.67,53.75,34.29,0.093039,112.32,0.5865,-0.7926,37.84,104.63,0.3617,3.1356,0.1944,0.1389,53.51,0.6833,0.0,0.0,0.0,1023.78,12.14,1081.57,122.26,14.26,55.74,45.49,1048265.29,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:31:48,30,36,742,72.39,5.7,59.14,81.7,834.22,69.38,47.87,28.57,0.083164,102.3,0.8468,0.1043,33.84,92.09,0.3675,3.03,0.1389,0.1389,47.86,0.69,0.0,0.0,0.0,1024.14,12.6,1081.57,122.26,14.95,51.36,45.72,1049026.0,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:31:53,30,36,760,72.24,5.58,60.3,81.7,835.69,66.97,42.84,22.86,0.080136,102.3,0.6205,-0.313,30.29,89.74,0.3375,3.1248,0.1389,0.1389,42.83,0.6398,0.0,0.0,0.0,1024.13,12.85,1081.57,122.26,15.27,44.84,45.55,1049017.56,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:31:58,30,35,741,71.49,6.74,57.42,81.7,847.35,85.55,41.44,20.59,0.100956,107.9,0.8609,-0.2212,28.96,117.46,0.2465,3.0141,0.1714,0.1143,40.95,0.4845,0.0,0.0,0.0,1024.17,12.07,1079.14,114.47,14.38,29.96,26.83,1049066.23,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:32:03,30,34,758,69.99,6.54,57.42,81.7,865.12,84.33,47.27,24.24,0.097473,95.67,0.6044,-0.5686,33.41,114.48,0.2918,3.1422,0.2059,0.1471,47.24,0.5606,0.0,0.0,0.0,1024.6,11.13,1059.69,95.03,12.66,41.8,21.27,1049922.91,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:32:08,30,34,739,68.76,5.92,57.42,81.7,879.25,77.66,53.91,36.36,0.088328,97.9,0.4793,-0.4564,37.89,103.09,0.3676,3.0936,0.1765,0.1471,53.59,0.6941,0.0,0.0,0.0,1024.98,10.36,1059.69,86.22,11.91,40.24,19.4,1050687.89,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:32:13,30,33,755,67.33,5.31,57.42,77.97,896.69,71.48,52.85,37.5,0.079712,94.8,0.2883,-0.5671,37.27,93.96,0.3966,3.1644,0.1515,0.1818,52.7,0.7395,0.0,0.0,0.0,1025.4,9.4,1059.69,80.75,10.52,38.41,17.25,1051539.61,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:32:18,30,32,737,65.39,5.82,57.42,77.97,924.59,79.94,51.94,35.48,0.086455,123.28,-0.1847,-0.9446,36.57,106.97,0.3419,3.104,0.2188,0.1875,51.72,0.6497,0.0,0.0,0.0,1025.74,9.07,1059.69,80.75,10.22,38.35,15.93,1052215.31,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:32:23,30,32,753,63.86,6.65,54.47,77.97,949.4,95.08,47.2,29.03,0.100152,149.67,-0.2478,-1.0342,33.12,130.33,0.2542,3.2181,0.1562,0.1875,46.84,0.4964,0.0,0.0,0.0,1026.0,8.46,1059.69,80.75,9.53,37.95,13.79,1052750.66,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:32:28,30,32,735,64.46,6.9,53.75,77.97,941.43,99.45,66.23,41.94,0.10564,158.25,0.0258,-1.0864,46.76,132.65,0.3525,3.1678,0.1562,0.2188,66.12,0.6659,0.0,0.0,0.0,1026.31,7.14,1059.69,80.75,8.16,36.67,11.59,1053357.73,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
2026-05-12 11:32:30,30,29,699,64.41,7.15,53.75,77.97,942.92,102.99,66.03,42.86,0.109223,175.8,-0.0156,-1.1724,46.15,138.14,0.3341,3.0692,0.1724,0.2414,65.26,0.6411,0.0,0.0,0.0,1026.31,7.08,1059.69,80.75,7.88,27.45,11.58,1053369.71,REST,0,0,0,0,0,0.0,0.0,0.0,SAFE,100,,
