timestamp_unix,timestamp_polar_ns,sample_index,x_mg,y_mg,z_mg,vm_mg
1778559808.869295,599616123213478214,1908,-929.0,-128.0,142.0,948.47
1778559808.909295,599616123253478214,1908,-1007.0,-126.0,214.0,1037.17
1778559808.949295,599616123293478214,1908,-990.0,-113.0,195.0,1015.33
1778559808.989295,599616123333478214,1908,-1050.0,-54.0,232.0,1076.68
1778559809.029295,599616123373478214,1908,-1056.0,-92.0,277.0,1095.6
1778559809.069295,599616123413478214,1908,-1259.0,-55.0,126.0,1266.48
1778559809.109295,599616123453478214,1908,-1324.0,-21.0,123.0,1329.87
1778559809.149295,599616123493478214,1908,-1120.0,11.0,34.0,1120.57
1778559809.189295,599616123533478214,1908,-883.0,64.0,-22.0,885.59
1778559809.229295,599616123573478214,1908,-849.0,24.0,-71.0,852.3
1778559809.269295,599616123613478214,1908,-977.0,-40.0,9.0,977.86
1778559809.309295,599616123653478214,1908,-1049.0,-27.0,90.0,1053.2
1778559809.349295,599616123693478214,1908,-1017.0,70.0,123.0,1026.8
1778559809.389295,599616123733478214,1908,-946.0,91.0,122.0,958.17
1778559809.428731,599616123753175556,1944,-914.0,68.0,100.0,921.97
1778559809.468731,599616123793175556,1944,-910.0,96.0,109.0,921.52
1778559809.508731,599616123833175556,1944,-915.0,92.0,92.0,924.2
1778559809.548731,599616123873175556,1944,-959.0,44.0,124.0,967.98
1778559809.588731,599616123913175556,1944,-1056.0,93.0,95.0,1064.34
1778559809.628731,599616123953175556,1944,-1119.0,78.0,-11.0,1121.77
1778559809.668731,599616123993175556,1944,-1127.0,1.0,-35.0,1127.54
1778559809.708731,599616124033175556,1944,-1145.0,-58.0,72.0,1148.73
1778559809.748731,599616124073175556,1944,-1170.0,-67.0,95.0,1175.76
1778559809.788731,599616124113175556,1944,-1258.0,57.0,-114.0,1264.44
1778559809.828731,599616124153175556,1944,-1085.0,-128.0,-277.0,1127.09
1778559809.868731,599616124193175556,1944,-1098.0,-111.0,-197.0,1121.04
1778559809.908731,599616124233175556,1944,-1076.0,-32.0,-20.0,1076.66
1778559809.948731,599616124273175556,1944,-892.0,33.0,7.0,892.64
1778559809.988731,599616124313175556,1944,-807.0,-58.0,21.0,809.35
1778559810.028731,599616124353175556,1944,-807.0,-108.0,-18.0,814.39
1778559810.068731,599616124393175556,1944,-922.0,-82.0,29.0,926.09
1778559810.108731,599616124433175556,1944,-954.0,-72.0,152.0,968.71
1778559810.148731,599616124473175556,1944,-960.0,-55.0,197.0,981.55
1778559810.188731,599616124513175556,1944,-948.0,-11.0,70.0,950.64
1778559810.228731,599616124553175556,1944,-1023.0,-51.0,121.0,1031.39
1778559810.268731,599616124593175556,1944,-1236.0,-58.0,158.0,1247.41
1778559810.308731,599616124633175556,1944,-1570.0,96.0,45.0,1573.58
1778559810.348731,599616124673175556,1944,-1201.0,179.0,161.0,1224.89
1778559810.388731,599616124713175556,1944,-802.0,245.0,46.0,839.85
1778559810.428731,599616124753175556,1944,-747.0,135.0,-201.0,785.26
1778559810.468731,599616124793175556,1944,-932.0,115.0,-23.0,939.35
1778559810.508731,599616124833175556,1944,-1060.0,378.0,19.0,1125.54
1778559810.548731,599616124873175556,1944,-1020.0,250.0,-6.0,1050.21
1778559810.588731,599616124913175556,1944,-944.0,121.0,48.0,952.93
1778559810.628731,599616124953175556,1944,-902.0,128.0,114.0,918.14
1778559810.668731,599616124993175556,1944,-989.0,267.0,145.0,1034.62
1778559810.708731,599616125033175556,1944,-1057.0,281.0,151.0,1104.09
1778559810.748731,599616125073175556,1944,-953.0,277.0,48.0,993.6
1778559810.788731,599616125113175556,1944,-966.0,86.0,19.0,970.01
1778559810.828731,599616125153175556,1944,-1082.0,-84.0,133.0,1093.38
1778559810.823654,599616125172537216,1980,-1212.0,144.0,291.0,1254.74
1778559810.863654,599616125212537216,1980,-1182.0,218.0,266.0,1231.02
1778559810.903654,599616125252537216,1980,-1260.0,-46.0,240.0,1283.48
1778559810.943654,599616125292537216,1980,-842.0,-134.0,89.0,857.23
1778559810.983654,599616125332537216,1980,-892.0,234.0,5.0,922.2
1778559811.023654,599616125372537216,1980,-1073.0,426.0,-30.0,1154.86
1778559811.063654,599616125412537216,1980,-1081.0,-55.0,130.0,1090.18
1778559811.103654,599616125452537216,1980,-893.0,-100.0,85.0,902.59
1778559811.143654,599616125492537216,1980,-882.0,209.0,57.0,908.21
1778559811.183654,599616125532537216,1980,-994.0,-20.0,168.0,1008.3
1778559811.223654,599616125572537216,1980,-975.0,-127.0,181.0,999.76
1778559811.263654,599616125612537216,1980,-999.0,-65.0,132.0,1009.78
1778559811.303654,599616125652537216,1980,-961.0,-213.0,67.0,986.6
1778559811.343654,599616125692537216,1980,-945.0,-245.0,-3.0,976.25
1778559811.383654,599616125732537216,1980,-1119.0,-226.0,-46.0,1142.52
1778559811.423654,599616125772537216,1980,-1266.0,-118.0,143.0,1279.5
1778559811.463654,599616125812537216,1980,-1466.0,189.0,-67.0,1479.65
1778559811.503654,599616125852537216,1980,-1066.0,265.0,-44.0,1099.33
1778559811.543654,599616125892537216,1980,-926.0,321.0,-55.0,981.6
1778559811.583654,599616125932537216,1980,-795.0,163.0,-154.0,826.02
1778559811.623654,599616125972537216,1980,-1018.0,139.0,-94.0,1031.74
1778559811.663654,599616126012537216,1980,-1149.0,275.0,69.0,1183.46
1778559811.703654,599616126052537216,1980,-1086.0,218.0,-3.0,1107.67
1778559811.743654,599616126092537216,1980,-940.0,46.0,-37.0,941.85
1778559811.783654,599616126132537216,1980,-958.0,5.0,-54.0,959.53
1778559811.823654,599616126172537216,1980,-956.0,25.0,-70.0,958.89
1778559811.863654,599616126212537216,1980,-969.0,-39.0,-128.0,978.2
1778559811.903654,599616126252537216,1980,-885.0,-297.0,-15.0,933.63
1778559811.943654,599616126292537216,1980,-886.0,-208.0,90.0,914.53
1778559811.983654,599616126332537216,1980,-1126.0,-241.0,53.0,1152.72
1778559812.023654,599616126372537216,1980,-1434.0,-453.0,162.0,1512.55
1778559812.063654,599616126412537216,1980,-1209.0,-283.0,135.0,1249.0
1778559812.103654,599616126452537216,1980,-950.0,-194.0,90.0,973.77
1778559812.143654,599616126492537216,1980,-842.0,-226.0,127.0,881.0
1778559812.183654,599616126532537216,1980,-780.0,-284.0,97.0,835.74
1778559812.223654,599616126572537216,1980,-820.0,-267.0,83.0,866.36
1778559812.265464,599616126592173558,2016,-963.0,-315.0,42.0,1014.08
1778559812.305465,599616126632173558,2016,-1018.0,-341.0,-45.0,1074.54
1778559812.345464,599616126672173558,2016,-1046.0,-183.0,-6.0,1061.9
1778559812.385464,599616126712173558,2016,-851.0,-130.0,26.0,861.26
1778559812.425464,599616126752173558,2016,-1039.0,-15.0,156.0,1050.75
1778559812.465464,599616126792173558,2016,-1302.0,128.0,340.0,1351.74
1778559812.505464,599616126832173558,2016,-1315.0,81.0,209.0,1333.97
1778559812.545465,599616126872173558,2016,-1094.0,125.0,121.0,1107.75
1778559812.585464,599616126912173558,2016,-938.0,38.0,144.0,949.75
1778559812.625464,599616126952173558,2016,-915.0,132.0,130.0,933.57
1778559812.665464,599616126992173558,2016,-989.0,69.0,23.0,991.67
1778559812.705464,599616127032173558,2016,-1083.0,37.0,78.0,1086.44
1778559812.745464,599616127072173558,2016,-1068.0,53.0,144.0,1078.97
1778559812.785464,599616127112173558,2016,-1023.0,105.0,86.0,1031.96
1778559812.825464,599616127152173558,2016,-941.0,125.0,79.0,952.55
1778559812.865464,599616127192173558,2016,-902.0,134.0,55.0,913.56
1778559812.905464,599616127232173558,2016,-947.0,-36.0,88.0,951.76
1778559812.945464,599616127272173558,2016,-1015.0,-161.0,121.0,1034.79
1778559812.985464,599616127312173558,2016,-805.0,-288.0,111.0,862.14
1778559813.025464,599616127352173558,2016,-855.0,-215.0,85.0,885.71
1778559813.065464,599616127392173558,2016,-1239.0,-217.0,188.0,1271.83
1778559813.105464,599616127432173558,2016,-1318.0,-323.0,240.0,1378.06
1778559813.145464,599616127472173558,2016,-1175.0,-212.0,211.0,1212.47
1778559813.185464,599616127512173558,2016,-888.0,-118.0,201.0,918.08
1778559813.225464,599616127552173558,2016,-781.0,-231.0,167.0,831.39
1778559813.265464,599616127592173558,2016,-864.0,-261.0,187.0,921.73
1778559813.305465,599616127632173558,2016,-921.0,-312.0,151.0,984.07
1778559813.345464,599616127672173558,2016,-877.0,-275.0,322.0,973.88
1778559813.385464,599616127712173558,2016,-880.0,-138.0,294.0,938.02
1778559813.425464,599616127752173558,2016,-510.0,-253.0,-81.0,575.04
1778559813.465464,599616127792173558,2016,192.0,-305.0,-550.0,657.56
1778559813.505464,599616127832173558,2016,-94.0,-208.0,-370.0,434.74
1778559813.545465,599616127872173558,2016,-425.0,238.0,-331.0,588.92
1778559813.585464,599616127912173558,2016,-392.0,254.0,-322.0,567.33
1778559813.625464,599616127952173558,2016,-868.0,239.0,-279.0,942.54
1778559813.665464,599616127992173558,2016,-1142.0,362.0,-127.0,1204.71
1778559813.659811,599616128011779354,2052,-948.0,119.0,-796.0,1243.58
1778559813.699811,599616128051779354,2052,-886.0,362.0,-1002.0,1385.66
1778559813.739811,599616128091779354,2052,-930.0,273.0,-1075.0,1447.43
1778559813.779811,599616128131779354,2052,-955.0,200.0,-876.0,1311.26
1778559813.819811,599616128171779354,2052,-435.0,-29.0,-1353.0,1421.5
1778559813.859811,599616128211779354,2052,-139.0,-59.0,-1767.0,1773.44
1778559813.899811,599616128251779354,2052,-448.0,38.0,-1657.0,1716.91
1778559813.939811,599616128291779354,2052,-241.0,563.0,-1481.0,1602.63
1778559813.979811,599616128331779354,2052,83.0,135.0,-1493.0,1501.39
1778559814.019811,599616128371779354,2052,-717.0,-260.0,-2397.0,2515.41
1778559814.059811,599616128411779354,2052,917.0,9.0,-466.0,1028.65
1778559814.099811,599616128451779354,2052,89.0,-731.0,-648.0,980.91
1778559814.139811,599616128491779354,2052,71.0,-370.0,-610.0,716.97
1778559814.179811,599616128531779354,2052,335.0,-306.0,-714.0,845.97
1778559814.219811,599616128571779354,2052,133.0,-403.0,-950.0,1040.48
1778559814.259811,599616128611779354,2052,147.0,-219.0,-979.0,1013.91
1778559814.299811,599616128651779354,2052,-72.0,-214.0,-939.0,965.76
1778559814.339811,599616128691779354,2052,-153.0,-295.0,-838.0,901.49
1778559814.379811,599616128731779354,2052,-186.0,-380.0,-832.0,933.39
1778559814.419811,599616128771779354,2052,-331.0,-360.0,-795.0,933.37
1778559814.459811,599616128811779354,2052,-336.0,-459.0,-959.0,1115.01
1778559814.499811,599616128851779354,2052,-264.0,-334.0,-922.0,1015.55
1778559814.539811,599616128891779354,2052,-526.0,-340.0,-785.0,1004.24
1778559814.579811,599616128931779354,2052,-532.0,-455.0,-761.0,1034.01
1778559814.619811,599616128971779354,2052,-571.0,-393.0,-781.0,1044.25
1778559814.659811,599616129011779354,2052,-678.0,-438.0,-774.0,1118.3
1778559814.699811,599616129051779354,2052,-676.0,-410.0,-770.0,1103.62
1778559814.739811,599616129091779354,2052,-708.0,-333.0,-645.0,1013.99
1778559814.779811,599616129131779354,2052,-720.0,-251.0,-615.0,979.61
1778559814.819811,599616129171779354,2052,-735.0,-297.0,-595.0,991.19
1778559814.859811,599616129211779354,2052,-798.0,-256.0,-470.0,960.85
1778559814.899811,599616129251779354,2052,-798.0,-447.0,-652.0,1123.26
1778559814.939811,599616129291779354,2052,-883.0,-325.0,-515.0,1072.63
1778559814.979811,599616129331779354,2052,-774.0,-350.0,-619.0,1051.06
1778559815.019811,599616129371779354,2052,-877.0,-371.0,-510.0,1080.22
1778559815.059811,599616129411779354,2052,-781.0,-282.0,-442.0,940.66
1778559815.101154,599616129431568256,2088,-740.0,-354.0,-538.0,981.0
1778559815.141154,599616129471568256,2088,-849.0,-350.0,-467.0,1030.24
1778559815.181154,599616129511568256,2088,-902.0,-388.0,-510.0,1106.46
1778559815.221154,599616129551568256,2088,-907.0,-407.0,-502.0,1113.69
1778559815.261154,599616129591568256,2088,-953.0,-341.0,-463.0,1113.04
1778559815.301154,599616129631568256,2088,-900.0,-328.0,-475.0,1069.21
1778559815.341154,599616129671568256,2088,-867.0,-324.0,-377.0,999.4
1778559815.381154,599616129711568256,2088,-858.0,-293.0,-389.0,986.58
1778559815.421154,599616129751568256,2088,-884.0,-319.0,-349.0,1002.51
1778559815.461154,599616129791568256,2088,-909.0,-386.0,-400.0,1065.49
1778559815.501154,599616129831568256,2088,-941.0,-339.0,-395.0,1075.37
1778559815.541154,599616129871568256,2088,-874.0,-249.0,-379.0,984.64
1778559815.581154,599616129911568256,2088,-905.0,-241.0,-302.0,984.03
1778559815.621154,599616129951568256,2088,-893.0,-314.0,-378.0,1019.28
1778559815.661154,599616129991568256,2088,-861.0,-374.0,-341.0,998.74
1778559815.701154,599616130031568256,2088,-895.0,-394.0,-367.0,1044.49
1778559815.741154,599616130071568256,2088,-881.0,-376.0,-292.0,1001.4
1778559815.781154,599616130111568256,2088,-903.0,-390.0,-274.0,1021.07
1778559815.821154,599616130151568256,2088,-960.0,-445.0,-299.0,1099.56
1778559815.861154,599616130191568256,2088,-920.0,-409.0,-338.0,1062.04
1778559815.901154,599616130231568256,2088,-916.0,-263.0,-304.0,1000.32
1778559815.941154,599616130271568256,2088,-880.0,-265.0,-291.0,964.01
1778559815.981154,599616130311568256,2088,-900.0,-314.0,-285.0,994.9
1778559816.021154,599616130351568256,2088,-912.0,-338.0,-308.0,1020.22
1778559816.061154,599616130391568256,2088,-917.0,-359.0,-303.0,1030.33
1778559816.101154,599616130431568256,2088,-933.0,-355.0,-313.0,1046.18
1778559816.141154,599616130471568256,2088,-911.0,-342.0,-294.0,1016.52
1778559816.181154,599616130511568256,2088,-913.0,-324.0,-268.0,1005.17
1778559816.221154,599616130551568256,2088,-907.0,-342.0,-269.0,1005.97
1778559816.261154,599616130591568256,2088,-915.0,-344.0,-282.0,1017.39
1778559816.301154,599616130631568256,2088,-910.0,-335.0,-274.0,1007.67
1778559816.341154,599616130671568256,2088,-919.0,-344.0,-281.0,1020.71
1778559816.381154,599616130711568256,2088,-905.0,-391.0,-256.0,1018.55
1778559816.421154,599616130751568256,2088,-924.0,-367.0,-255.0,1026.4
1778559816.461154,599616130791568256,2088,-928.0,-345.0,-272.0,1026.74
1778559816.501154,599616130831568256,2088,-909.0,-364.0,-267.0,1014.92
1778559816.493822,599616130850990978,2124,-924.0,-357.0,-265.0,1025.4
1778559816.533822,599616130890990978,2124,-915.0,-365.0,-263.0,1019.62
1778559816.573822,599616130930990978,2124,-917.0,-347.0,-262.0,1014.86
1778559816.613822,599616130970990978,2124,-916.0,-365.0,-243.0,1015.54
1778559816.653822,599616131010990978,2124,-935.0,-340.0,-253.0,1026.56
1778559816.693822,599616131050990978,2124,-912.0,-354.0,-258.0,1011.74
1778559816.733822,599616131090990978,2124,-930.0,-361.0,-243.0,1026.78
1778559816.773822,599616131130990978,2124,-915.0,-355.0,-246.0,1011.81
1778559816.813822,599616131170990978,2124,-924.0,-364.0,-240.0,1021.7
1778559816.853822,599616131210990978,2124,-920.0,-361.0,-247.0,1018.69
1778559816.893822,599616131250990978,2124,-920.0,-365.0,-242.0,1018.92
1778559816.933822,599616131290990978,2124,-923.0,-363.0,-234.0,1019.05
1778559816.973822,599616131330990978,2124,-922.0,-345.0,-228.0,1010.49
1778559817.013822,599616131370990978,2124,-928.0,-339.0,-232.0,1014.85
1778559817.053822,599616131410990978,2124,-936.0,-345.0,-232.0,1024.18
1778559817.093822,599616131450990978,2124,-927.0,-348.0,-231.0,1016.76
1778559817.133822,599616131490990978,2124,-948.0,-342.0,-241.0,1036.22
1778559817.173822,599616131530990978,2124,-917.0,-348.0,-230.0,1007.42
1778559817.213822,599616131570990978,2124,-931.0,-327.0,-237.0,1014.82
1778559817.253822,599616131610990978,2124,-934.0,-354.0,-219.0,1022.56
1778559817.293822,599616131650990978,2124,-927.0,-354.0,-242.0,1021.38
1778559817.333822,599616131690990978,2124,-940.0,-363.0,-240.0,1035.84
1778559817.373822,599616131730990978,2124,-927.0,-355.0,-231.0,1019.17
1778559817.413822,599616131770990978,2124,-922.0,-358.0,-242.0,1018.24
1778559817.453822,599616131810990978,2124,-921.0,-354.0,-239.0,1015.22
1778559817.493822,599616131850990978,2124,-923.0,-357.0,-239.0,1018.09
1778559817.533822,599616131890990978,2124,-932.0,-353.0,-241.0,1025.34
1778559817.573822,599616131930990978,2124,-928.0,-358.0,-244.0,1024.15
1778559817.613822,599616131970990978,2124,-920.0,-355.0,-244.0,1015.85
1778559817.653822,599616132010990978,2124,-919.0,-352.0,-245.0,1014.14
1778559817.693822,599616132050990978,2124,-928.0,-357.0,-245.0,1024.04
1778559817.733822,599616132090990978,2124,-924.0,-356.0,-245.0,1020.07
1778559817.773822,599616132130990978,2124,-929.0,-351.0,-247.0,1023.35
1778559817.813822,599616132170990978,2124,-924.0,-356.0,-247.0,1020.55
1778559817.853822,599616132210990978,2124,-924.0,-355.0,-243.0,1019.24
1778559817.893822,599616132250990978,2124,-923.0,-351.0,-261.0,1021.4
1778559817.935678,599616132270291600,2160,-926.0,-363.0,-224.0,1019.52
1778559817.975679,599616132310291600,2160,-924.0,-358.0,-259.0,1024.22
1778559818.015679,599616132350291600,2160,-933.0,-346.0,-242.0,1024.09
1778559818.055679,599616132390291600,2160,-929.0,-352.0,-244.0,1022.98
1778559818.095679,599616132430291600,2160,-918.0,-355.0,-242.0,1013.56
1778559818.135679,599616132470291600,2160,-926.0,-351.0,-239.0,1018.72
1778559818.175678,599616132510291600,2160,-918.0,-355.0,-247.0,1014.77
1778559818.215679,599616132550291600,2160,-916.0,-358.0,-243.0,1013.05
1778559818.255679,599616132590291600,2160,-937.0,-367.0,-242.0,1035.0
1778559818.295679,599616132630291600,2160,-923.0,-333.0,-236.0,1009.21
1778559818.335679,599616132670291600,2160,-922.0,-353.0,-242.0,1016.49
1778559818.375679,599616132710291600,2160,-922.0,-362.0,-239.0,1018.95
1778559818.415679,599616132750291600,2160,-930.0,-346.0,-235.0,1019.73
1778559818.455678,599616132790291600,2160,-921.0,-354.0,-243.0,1016.17
1778559818.495679,599616132830291600,2160,-932.0,-338.0,-247.0,1021.7
1778559818.535679,599616132870291600,2160,-923.0,-326.0,-258.0,1012.31
1778559818.575679,599616132910291600,2160,-925.0,-333.0,-256.0,1015.9
1778559818.615679,599616132950291600,2160,-953.0,-342.0,-255.0,1044.13
1778559818.655679,599616132990291600,2160,-921.0,-369.0,-243.0,1021.49
1778559818.695678,599616133030291600,2160,-915.0,-349.0,-255.0,1011.95
1778559818.735679,599616133070291600,2160,-906.0,-374.0,-264.0,1015.09
1778559818.775679,599616133110291600,2160,-910.0,-356.0,-266.0,1012.72
1778559818.815679,599616133150291600,2160,-913.0,-383.0,-249.0,1020.91
1778559818.855679,599616133190291600,2160,-954.0,-377.0,-234.0,1052.14
1778559818.895679,599616133230291600,2160,-960.0,-377.0,-265.0,1064.87
1778559818.935678,599616133270291600,2160,-925.0,-327.0,-265.0,1016.26
1778559818.975679,599616133310291600,2160,-911.0,-312.0,-257.0,996.65
1778559819.015679,599616133350291600,2160,-916.0,-321.0,-255.0,1003.55
1778559819.055679,599616133390291600,2160,-912.0,-350.0,-258.0,1010.35
1778559819.095679,599616133430291600,2160,-935.0,-354.0,-245.0,1029.35
1778559819.135679,599616133470291600,2160,-923.0,-372.0,-247.0,1025.34
1778559819.175678,599616133510291600,2160,-917.0,-374.0,-248.0,1020.92
1778559819.215679,599616133550291600,2160,-924.0,-373.0,-247.0,1026.6
1778559819.255679,599616133590291600,2160,-928.0,-358.0,-242.0,1023.68
1778559819.295679,599616133630291600,2160,-923.0,-347.0,-247.0,1016.54
1778559819.335679,599616133670291600,2160,-923.0,-348.0,-244.0,1016.15
1778559819.328873,599616133689470150,2196,-926.0,-349.0,-247.0,1019.94
1778559819.368873,599616133729470150,2196,-923.0,-347.0,-258.0,1019.27
1778559819.408873,599616133769470150,2196,-921.0,-358.0,-227.0,1013.87
1778559819.448873,599616133809470150,2196,-916.0,-344.0,-252.0,1010.39
1778559819.488873,599616133849470150,2196,-932.0,-349.0,-245.0,1024.91
1778559819.528873,599616133889470150,2196,-933.0,-353.0,-237.0,1025.31
1778559819.568873,599616133929470150,2196,-927.0,-348.0,-238.0,1018.37
1778559819.608873,599616133969470150,2196,-915.0,-355.0,-234.0,1008.96
1778559819.648873,599616134009470150,2196,-925.0,-351.0,-231.0,1015.97
1778559819.688873,599616134049470150,2196,-937.0,-362.0,-231.0,1030.72
1778559819.728873,599616134089470150,2196,-930.0,-361.0,-237.0,1025.37
1778559819.768873,599616134129470150,2196,-920.0,-347.0,-222.0,1008.01
1778559819.808873,599616134169470150,2196,-931.0,-345.0,-235.0,1020.3
1778559819.848873,599616134209470150,2196,-927.0,-347.0,-232.0,1016.64
1778559819.888873,599616134249470150,2196,-938.0,-351.0,-226.0,1026.7
1778559819.928873,599616134289470150,2196,-923.0,-364.0,-237.0,1020.1
1778559819.968873,599616134329470150,2196,-931.0,-358.0,-239.0,1025.69
1778559820.008873,599616134369470150,2196,-918.0,-364.0,-233.0,1014.65
1778559820.048873,599616134409470150,2196,-932.0,-367.0,-237.0,1029.31
1778559820.088873,599616134449470150,2196,-933.0,-358.0,-236.0,1026.81
1778559820.128873,599616134489470150,2196,-927.0,-350.0,-245.0,1020.71
1778559820.168873,599616134529470150,2196,-926.0,-353.0,-239.0,1019.41
1778559820.208873,599616134569470150,2196,-919.0,-365.0,-231.0,1015.45
1778559820.248873,599616134609470150,2196,-925.0,-351.0,-246.0,1019.48
1778559820.288873,599616134649470150,2196,-916.0,-361.0,-245.0,1014.59
1778559820.328873,599616134689470150,2196,-945.0,-351.0,-245.0,1037.43
1778559820.368873,599616134729470150,2196,-928.0,-360.0,-246.0,1025.33
1778559820.408873,599616134769470150,2196,-925.0,-356.0,-243.0,1020.49
1778559820.448873,599616134809470150,2196,-914.0,-358.0,-243.0,1011.24
1778559820.488873,599616134849470150,2196,-931.0,-351.0,-244.0,1024.45
1778559820.528873,599616134889470150,2196,-919.0,-364.0,-247.0,1018.86
1778559820.568873,599616134929470150,2196,-915.0,-357.0,-253.0,1014.24
1778559820.608873,599616134969470150,2196,-919.0,-355.0,-250.0,1016.41
1778559820.648873,599616135009470150,2196,-935.0,-357.0,-248.0,1031.11
1778559820.688873,599616135049470150,2196,-919.0,-358.0,-251.0,1017.71
1778559820.728873,599616135089470150,2196,-944.0,-362.0,-245.0,1040.29
1778559820.769497,599616135108953876,2232,-933.0,-353.0,-253.0,1029.13
1778559820.809497,599616135148953876,2232,-911.0,-342.0,-252.0,1005.18
1778559820.849497,599616135188953876,2232,-921.0,-345.0,-244.0,1013.31
1778559820.889497,599616135228953876,2232,-919.0,-357.0,-245.0,1015.89
1778559820.929497,599616135268953876,2232,-927.0,-367.0,-244.0,1026.43
1778559820.969497,599616135308953876,2232,-920.0,-359.0,-240.0,1016.31
1778559821.009497,599616135348953876,2232,-946.0,-356.0,-239.0,1038.64
1778559821.049497,599616135388953876,2232,-919.0,-355.0,-253.0,1017.15
1778559821.089497,599616135428953876,2232,-923.0,-345.0,-228.0,1011.4
1778559821.129497,599616135468953876,2232,-921.0,-346.0,-250.0,1015.11
1778559821.169497,599616135508953876,2232,-929.0,-353.0,-245.0,1023.56
1778559821.209497,599616135548953876,2232,-929.0,-356.0,-245.0,1024.6
1778559821.249497,599616135588953876,2232,-916.0,-358.0,-247.0,1014.02
1778559821.289497,599616135628953876,2232,-917.0,-360.0,-244.0,1014.9
1778559821.329497,599616135668953876,2232,-919.0,-368.0,-250.0,1021.02
1778559821.369497,599616135708953876,2232,-928.0,-372.0,-244.0,1029.13
1778559821.409497,599616135748953876,2232,-924.0,-369.0,-249.0,1025.64
1778559821.449497,599616135788953876,2232,-914.0,-361.0,-246.0,1013.03
1778559821.489497,599616135828953876,2232,-924.0,-364.0,-248.0,1023.61
1778559821.529497,599616135868953876,2232,-929.0,-358.0,-249.0,1026.26
1778559821.569497,599616135908953876,2232,-920.0,-352.0,-245.0,1015.05
1778559821.609497,599616135948953876,2232,-921.0,-346.0,-248.0,1014.62
1778559821.649497,599616135988953876,2232,-922.0,-362.0,-248.0,1021.09
1778559821.689497,599616136028953876,2232,-926.0,-368.0,-249.0,1027.08
1778559821.729497,599616136068953876,2232,-917.0,-369.0,-252.0,1020.08
1778559821.769497,599616136108953876,2232,-916.0,-355.0,-239.0,1011.04
1778559821.809497,599616136148953876,2232,-916.0,-352.0,-243.0,1010.94
1778559821.849497,599616136188953876,2232,-925.0,-374.0,-247.0,1027.87
1778559821.889497,599616136228953876,2232,-924.0,-350.0,-249.0,1018.96
1778559821.929497,599616136268953876,2232,-916.0,-355.0,-249.0,1013.45
1778559821.969497,599616136308953876,2232,-923.0,-342.0,-236.0,1012.22
1778559822.009497,599616136348953876,2232,-921.0,-353.0,-258.0,1019.52
1778559822.049497,599616136388953876,2232,-927.0,-366.0,-249.0,1027.27
1778559822.089497,599616136428953876,2232,-920.0,-368.0,-251.0,1022.17
1778559822.129497,599616136468953876,2232,-915.0,-344.0,-250.0,1008.99
1778559822.169497,599616136508953876,2232,-920.0,-354.0,-246.0,1015.99
1778559822.209870,599616136527918814,2268,-928.0,-363.0,-241.0,1025.2
1778559822.249871,599616136567918814,2268,-932.0,-361.0,-248.0,1029.78
1778559822.289871,599616136607918814,2268,-932.0,-358.0,-245.0,1028.01
1778559822.329870,599616136647918814,2268,-921.0,-352.0,-242.0,1015.24
1778559822.369870,599616136687918814,2268,-918.0,-357.0,-246.0,1015.23
1778559822.409870,599616136727918814,2268,-924.0,-349.0,-246.0,1017.89
1778559822.449870,599616136767918814,2268,-928.0,-334.0,-229.0,1012.51
1778559822.489871,599616136807918814,2268,-920.0,-353.0,-240.0,1014.2
1778559822.529871,599616136847918814,2268,-939.0,-374.0,-243.0,1039.54
1778559822.569870,599616136887918814,2268,-924.0,-377.0,-249.0,1028.55
1778559822.609870,599616136927918814,2268,-927.0,-353.0,-243.0,1021.27
1778559822.649870,599616136967918814,2268,-923.0,-338.0,-244.0,1012.77
1778559822.689870,599616137007918814,2268,-924.0,-336.0,-240.0,1012.06
1778559822.729870,599616137047918814,2268,-926.0,-343.0,-230.0,1013.92
1778559822.769871,599616137087918814,2268,-944.0,-351.0,-233.0,1033.74
1778559822.809870,599616137127918814,2268,-926.0,-374.0,-234.0,1025.72
1778559822.849870,599616137167918814,2268,-931.0,-353.0,-232.0,1022.35
1778559822.889870,599616137207918814,2268,-922.0,-361.0,-249.0,1020.98
1778559822.929870,599616137247918814,2268,-942.0,-343.0,-234.0,1029.45
1778559822.969870,599616137287918814,2268,-928.0,-342.0,-234.0,1016.32
1778559823.009871,599616137327918814,2268,-932.0,-340.0,-229.0,1018.17
1778559823.049870,599616137367918814,2268,-932.0,-347.0,-229.0,1020.53
1778559823.089870,599616137407918814,2268,-932.0,-352.0,-235.0,1023.6
1778559823.129870,599616137447918814,2268,-931.0,-363.0,-226.0,1024.5
1778559823.169870,599616137487918814,2268,-926.0,-359.0,-233.0,1020.12
1778559823.209870,599616137527918814,2268,-925.0,-356.0,-221.0,1015.48
1778559823.249871,599616137567918814,2268,-935.0,-355.0,-224.0,1024.9
1778559823.289871,599616137607918814,2268,-931.0,-355.0,-228.0,1022.14
1778559823.329870,599616137647918814,2268,-932.0,-347.0,-229.0,1020.53
1778559823.369870,599616137687918814,2268,-926.0,-350.0,-230.0,1016.31
1778559823.409870,599616137727918814,2268,-928.0,-352.0,-230.0,1018.82
1778559823.449870,599616137767918814,2268,-928.0,-348.0,-229.0,1017.22
1778559823.489871,599616137807918814,2268,-930.0,-351.0,-230.0,1020.29
1778559823.529871,599616137847918814,2268,-933.0,-347.0,-229.0,1021.44
